Time, MagX, MagY, MagZ, AccX, AccY, AccZ, GyroX, GyroY, GyroZ, Temp, Pres, Yaw, Pitch, Roll
2021-10-30 23:32:31.099289,-134.125,62.5,135.0,987,1675,16450,-2,0,-3,35.99,1011.18,136.34523565612378,27.477359241610877,6.31924712237947
2021-10-30 23:32:31.386435,-137.375,59.625,133.75,989,1713,16417,-3,-1,0,35.99,1011.19,134.5274424921657,27.44064386162168,5.857081452389856
2021-10-30 23:32:31.671601,-138.625,60.0,134.75,971,1688,16463,-2,0,1,35.98,1011.19,132.66157939237112,27.38450033452139,5.400370659694435
2021-10-30 23:32:31.958157,-138.0,59.0,134.375,983,1669,16446,-2,-1,0,35.97,1011.2,130.76599922012127,27.257695119979548,4.936907833913034
2021-10-30 23:32:32.243930,-138.5,60.875,133.5,988,1710,16444,-1,0,-1,35.97,1011.21,128.77840800006769,27.19081852971963,4.570960756066081
2021-10-30 23:32:32.529456,-135.5,61.625,133.0,980,1693,16453,0,0,1,35.98,1011.19,126.82533994338303,26.949255365956475,4.302082933352283
2021-10-30 23:32:32.815694,-135.625,60.125,132.625,978,1702,16459,1,0,0,35.99,1011.16,124.79675876144293,26.7270278408149,3.92991079777979
2021-10-30 23:32:33.103477,-135.625,58.75,130.5,1006,1692,16441,2,1,0,36.01,1011.21,122.62909299026262,26.57437324826564,3.44948662735606
2021-10-30 23:32:33.389207,-139.375,59.25,135.625,988,1705,16413,0,-2,0,36.02,1011.18,120.49462185276903,26.302337166261907,2.991753622303634
2021-10-30 23:32:33.674801,-136.75,61.5,135.5,971,1691,16448,0,0,1,36.02,1011.21,118.3708627792816,25.93174250077803,2.6771863807111536
2021-10-30 23:32:33.960434,-136.75,60.25,137.625,1003,1710,16472,-1,0,0,36.03,1011.23,116.27123315560058,25.462644110540783,2.332095066531678
2021-10-30 23:32:34.246765,-139.5,59.75,132.25,988,1698,16488,2,2,1,36.04,1011.2,113.75376329772602,25.398101460253265,1.720728636567237
2021-10-30 23:32:34.532947,-135.75,63.625,132.375,992,1699,16475,0,-1,0,36.04,1011.22,111.35323810716838,25.024613550060796,1.4175121364136274
2021-10-30 23:32:34.819034,-136.125,62.625,133.25,991,1696,16469,0,0,1,36.05,1011.2,108.92531362905375,24.59801195000551,1.0457724516200713
2021-10-30 23:32:35.106511,-137.0,60.0,133.25,1000,1690,16444,2,0,1,36.05,1011.21,106.41997892238138,24.182478401370698,0.5462540738499715
2021-10-30 23:32:35.393002,-133.875,60.875,129.25,983,1673,16442,-3,-3,1,36.04,1011.2,103.8075764150159,23.75552867097988,0.08689405387128266
2021-10-30 23:32:35.678610,-136.375,61.125,131.125,995,1710,16473,0,0,-1,36.04,1011.21,101.147808631944,23.290941006417047,-0.3669654049341909
2021-10-30 23:32:35.964635,-135.625,57.75,133.875,984,1683,16442,2,0,-1,36.04,1011.22,98.61238115707833,22.68143941439012,-0.8323114518959417
2021-10-30 23:32:36.250813,-138.0,62.625,131.875,998,1694,16439,-2,0,1,36.05,1011.21,95.83322544611946,22.15272021174679,-1.2647002388775612
2021-10-30 23:32:36.537087,-134.125,60.75,134.875,987,1710,16446,1,0,0,36.06,1011.24,93.33053242667557,21.371118138079495,-1.524284194129657
2021-10-30 23:32:36.822903,-135.375,61.125,137.25,979,1705,16451,-2,1,1,36.07,1011.17,90.80669357648547,20.600680568964936,-1.8153213662911103
2021-10-30 23:32:37.109207,-137.375,60.5,134.5,995,1711,16453,0,-2,0,36.07,1011.21,88.03857671619154,19.963800947446884,-2.2485810272368885
2021-10-30 23:32:37.395764,-138.0,62.125,135.375,981,1707,16442,1,1,2,36.06,1011.21,85.28905257184628,19.253201055889004,-2.5875924448104506
2021-10-30 23:32:37.681192,-138.375,57.0,133.125,980,1709,16456,0,3,0,36.06,1011.21,82.41056001682124,18.622981074950193,-3.092038092953223
2021-10-30 23:32:37.967454,-137.875,59.875,137.25,983,1712,16439,1,1,2,36.07,1011.21,79.77511807287583,17.76330059047537,-3.3137757442428493
2021-10-30 23:32:38.253126,-137.375,62.75,133.0,965,1695,16415,0,0,1,36.07,1011.2,77.0090332573647,16.92025162850477,-3.5060349592097735
2021-10-30 23:32:38.539209,-138.75,58.875,130.75,982,1703,16421,0,3,-2,36.08,1011.2,74.08722249527464,16.159819599703475,-3.8464929816742135
2021-10-30 23:32:38.824860,-137.375,57.5,133.75,989,1718,16450,0,-1,0,36.09,1011.19,71.39064662713263,15.262757074217273,-4.0329204129360905
2021-10-30 23:32:39.111562,-139.875,60.625,131.625,988,1710,16426,-1,3,-1,36.09,1011.17,68.59819129690119,14.365988730367041,-4.166407682746876
2021-10-30 23:32:39.397548,-136.875,62.75,132.5,963,1698,16464,1,0,-1,36.1,1011.15,66.05090989038764,13.342062559254451,-4.090635357321804
2021-10-30 23:32:39.683345,-140.75,60.625,134.5,971,1719,16446,2,-3,-1,36.1,1011.21,63.41866491382511,12.420009909321992,-4.128124083259692
2021-10-30 23:32:39.969321,-136.125,61.125,135.0,993,1698,16439,-1,1,0,36.12,1011.19,61.05643547349836,11.384928477177134,-3.990768179296159
2021-10-30 23:32:40.255354,-140.625,62.0,130.75,998,1708,16449,-1,6,-2,36.12,1011.21,58.459652076396665,10.480955125119985,-3.955568894527073
2021-10-30 23:32:40.541935,-138.625,58.5,134.875,983,1720,16434,1,0,2,36.12,1011.17,56.07933097586464,9.580294012809063,-3.8679357718957594
2021-10-30 23:32:40.828437,-138.0,61.375,132.75,986,1723,16440,1,2,1,36.12,1011.19,53.82233617934451,8.641079514689334,-3.6309552462130306
2021-10-30 23:32:41.115298,-137.5,59.375,133.25,990,1716,16415,3,1,-2,36.12,1011.18,51.611335938842615,7.764679725598614,-3.429890492919605
2021-10-30 23:32:41.402541,-138.875,64.25,132.5,994,1707,16440,0,1,-1,36.12,1011.2,49.566249824491784,6.843062300714409,-3.0745971602378397
2021-10-30 23:32:41.689096,-135.625,61.0,132.875,984,1714,16424,-2,1,0,36.11,1011.19,47.614392400155246,6.015335773165579,-2.7663664402439005
2021-10-30 23:32:41.975498,-135.625,60.25,134.125,982,1723,16433,-1,-1,1,36.12,1011.2,45.74474670972118,5.249423854455064,-2.4628235426285365
2021-10-30 23:32:42.262200,-138.5,60.0,133.0,996,1705,16440,0,0,1,36.13,1011.18,43.83977241656895,4.555584043419397,-2.223691402558548
2021-10-30 23:32:42.548689,-138.125,61.875,133.375,993,1706,16434,3,1,1,36.14,1011.21,42.126453166510565,3.8548939353194265,-1.8621475329406334
2021-10-30 23:32:42.835842,-132.75,61.75,136.25,982,1736,16453,-1,2,2,36.14,1011.23,40.697512395968616,3.165408132689877,-1.3881933823982207
2021-10-30 23:32:43.122467,-134.625,63.75,132.625,986,1713,16430,1,2,-1,36.14,1011.19,39.27876872625287,2.536524053976447,-0.9531829181623548
2021-10-30 23:32:43.408950,-134.5,58.875,133.75,1004,1693,16427,1,3,0,36.14,1011.19,37.76622358528433,2.0435337522230377,-0.7351012491056284
2021-10-30 23:32:43.696068,-137.5,60.5,133.5,981,1698,16452,0,1,0,36.15,1011.19,36.33295553204544,1.582511121102458,-0.46439207496981433
2021-10-30 23:32:43.982643,-139.125,61.875,129.25,980,1712,16474,1,3,0,36.15,1011.2,34.96700256126168,1.1382099242452317,-0.13414015349529465
2021-10-30 23:32:44.269079,-137.75,61.625,133.0,1009,1722,16467,1,0,0,36.16,1011.21,33.75898869473313,0.6911982209441919,0.22234662150662757
2021-10-30 23:32:44.555702,-136.625,60.25,132.875,997,1718,16467,-1,-2,1,36.16,1011.23,32.60102360813217,0.30648881168423775,0.5281100299871337
2021-10-30 23:32:44.842227,-138.25,60.375,132.375,987,1728,16476,2,0,1,36.16,1011.19,31.48437550492918,-0.028366211000241434,0.8264414534324221
2021-10-30 23:32:45.129476,-137.75,62.875,131.75,1011,1710,16457,0,2,1,36.15,1011.17,30.557143796450404,-0.3970349908559394,1.207110593594242
2021-10-30 23:32:45.415869,-135.75,59.375,130.75,985,1716,16435,0,0,0,36.14,1011.2,29.580204921746155,-0.6638827819956763,1.4615289263547253
2021-10-30 23:32:45.702402,-137.875,58.375,132.75,979,1713,16456,-2,1,0,36.14,1011.21,28.601279687546278,-0.8793362892019637,1.6471938441215024
2021-10-30 23:32:45.989711,-135.625,59.75,137.25,998,1707,16442,2,1,2,36.15,1011.21,27.832118162324072,-1.1342647420726033,1.9372929326853499
2021-10-30 23:32:46.276099,-137.5,64.0,134.625,1000,1708,16456,2,-1,1,36.16,1011.18,27.23163562353127,-1.4163534414269492,2.3319679143737164
2021-10-30 23:32:46.562614,-140.5,60.625,134.5,1002,1723,16442,1,2,-1,36.17,1011.18,26.45029409532041,-1.584487231772699,2.510318954222942
2021-10-30 23:32:46.849729,-135.75,58.125,133.625,1000,1716,16449,3,1,0,36.17,1011.18,25.72903599079759,-1.7364454678492074,2.676492255575485
2021-10-30 23:32:47.135973,-137.375,58.25,135.625,1002,1729,16443,1,-1,-2,36.17,1011.21,25.04337821346785,-1.8790836992538753,2.843161360586746
2021-10-30 23:32:47.422390,-138.0,61.75,132.625,1005,1736,16440,1,0,2,36.18,1011.18,24.550564298436182,-2.063577121138539,3.151567576055595
2021-10-30 23:32:47.709238,-135.625,59.625,135.5,1004,1739,16435,0,-1,0,36.18,1011.14,24.034174290301486,-2.1989254448528373,3.3580837749566728
2021-10-30 23:32:47.995750,-134.875,61.375,134.625,997,1726,16440,2,1,-1,36.18,1011.19,23.637422353093672,-2.3394022152636715,3.61688955925643
2021-10-30 23:32:48.282011,-135.625,64.0,133.375,1006,1695,16439,-2,1,1,36.18,1011.21,23.35751973198286,-2.497009122418561,3.8898910765636097
2021-10-30 23:32:48.568798,-138.625,61.125,133.375,979,1713,16418,2,1,0,36.17,1011.16,22.90418950522538,-2.549504654919356,3.9837449872392616
2021-10-30 23:32:48.855330,-136.625,58.625,133.625,995,1719,16456,1,1,-1,36.16,1011.21,22.42352253780976,-2.5931790942951105,4.026405858086192
2021-10-30 23:32:49.142521,-138.875,60.5,136.0,985,1707,16433,0,0,2,36.17,1011.2,22.035955890192497,-2.651996186530729,4.125672027179197
2021-10-30 23:32:49.428957,-137.25,61.0,131.5,1007,1721,16429,1,1,0,36.16,1011.16,21.73531079294355,-2.7440144336263383,4.297443056081279
2021-10-30 23:32:49.716283,-136.0,61.875,132.25,994,1702,16425,2,3,-2,36.17,1011.21,21.505905924395258,-2.825176636657552,4.476747235920708
2021-10-30 23:32:50.002863,-135.5,61.25,134.0,984,1723,16423,0,0,-1,36.18,1011.21,21.262191767377153,-2.880231552137627,4.612600969790025
2021-10-30 23:32:50.289498,-137.5,63.375,133.375,979,1701,16414,0,1,1,36.18,1011.18,21.09483770131339,-2.9424759252487296,4.7667544677844225
2021-10-30 23:32:50.576006,-136.625,60.5,135.625,1008,1730,16449,2,-1,0,36.18,1011.2,20.816424710669388,-2.9797843383184497,4.810454603225343
2021-10-30 23:32:50.862953,-137.875,59.0,132.875,1009,1708,16435,1,-1,1,36.2,1011.19,20.491739438517467,-3.000059970332312,4.792280805604393
2021-10-30 23:32:51.149503,-133.875,63.25,135.5,987,1679,16422,-2,-6,0,36.2,1011.19,20.43773876878253,-3.0872617078933153,4.980480997173195
2021-10-30 23:32:51.435842,-133.375,58.375,136.75,998,1728,16440,-4,-2,0,36.19,1011.21,20.1704104372481,-3.090181341123536,4.967575318615976
2021-10-30 23:32:51.722598,-135.5,61.0,134.125,999,1720,16427,-1,1,0,36.2,1011.17,20.02027032652199,-3.1271951241682583,5.066467830586821
2021-10-30 23:32:52.009167,-137.5,62.25,132.875,1000,1711,16434,2,2,-1,36.18,1011.19,19.903184106516274,-3.1658981320378703,5.171660034915893
2021-10-30 23:32:52.296123,-138.875,57.875,132.125,992,1717,16459,-1,-2,-1,36.16,1011.2,19.584331468064622,-3.1396346244423694,5.0832795970918605
2021-10-30 23:32:52.582684,-136.25,60.875,131.5,996,1713,16440,1,2,-1,36.15,1011.21,19.483910732573996,-3.1777632101978917,5.198099824775508
2021-10-30 23:32:52.869537,-136.625,61.375,133.0,986,1713,16424,0,0,0,36.15,1011.17,19.39436203772489,-3.2062047960175417,5.2941892201018765
2021-10-30 23:32:53.156083,-136.25,61.25,136.375,999,1717,16446,0,0,-1,36.14,1011.2,19.290713931358596,-3.2324537816004213,5.356733359451448
2021-10-30 23:32:53.442819,-137.625,64.25,132.375,989,1715,16438,2,1,0,36.13,1011.18,19.31767454253395,-3.2828340199092203,5.518411620615482
2021-10-30 23:32:53.729341,-136.5,61.5,133.125,1008,1723,16416,0,2,1,36.12,1011.2,19.22311974835403,-3.299737620246528,5.544168932093197
2021-10-30 23:32:54.016348,-139.125,62.75,132.875,1002,1707,16419,2,0,0,36.11,1011.23,19.15105310025691,-3.3183771635139627,5.576185494478994
2021-10-30 23:32:54.302722,-138.375,63.0,134.25,1006,1719,16443,0,0,1,36.13,1011.19,19.100426621056883,-3.340468809088065,5.62141071171212
2021-10-30 23:32:54.589343,-136.375,61.75,134.375,1004,1725,16433,2,0,1,36.15,1011.18,19.0269010349227,-3.349788854409198,5.64438360396597
2021-10-30 23:32:54.875924,-138.375,58.625,133.0,990,1717,16423,1,-1,0,36.15,1011.18,18.803098366070053,-3.308183270821311,5.530216027591182
2021-10-30 23:32:55.162542,-136.875,64.0,134.375,1012,1729,16434,0,0,-1,36.14,1011.2,18.858021816175206,-3.3691324361404305,5.6869410788692445
2021-10-30 23:32:55.449789,-133.5,60.75,133.0,980,1716,16433,0,1,0,36.11,1011.2,18.811214973916936,-3.3604525299985446,5.708752879962615
2021-10-30 23:32:55.736469,-131.5,58.0,133.5,995,1722,16436,1,2,1,36.08,1011.18,18.679824607952906,-3.3380486149194413,5.653363574629903
2021-10-30 23:32:56.023046,-136.625,60.0,136.125,985,1719,16433,-2,-1,2,36.08,1011.18,18.570370884199072,-3.324662305786835,5.624579701392118
2021-10-30 23:32:56.310036,-138.625,64.625,132.25,998,1719,16429,2,-2,-1,36.08,1011.18,18.657086860548127,-3.382765594613421,5.780522947114938
2021-10-30 23:32:56.596632,-135.25,61.75,136.0,989,1727,16435,-1,1,2,36.08,1011.19,18.6296928424641,-3.382645646728923,5.801947753864897
2021-10-30 23:32:56.883641,-137.5,62.25,132.875,976,1712,16421,1,1,0,36.11,1011.17,18.605638884933857,-3.375038232110276,5.817219096192273
2021-10-30 23:32:57.170226,-137.125,64.5,132.875,997,1693,16422,0,-3,1,36.13,1011.17,18.68537588323895,-3.4202131594531924,5.899393472785689
2021-10-30 23:32:57.456819,-138.5,58.5,132.5,987,1700,16425,-1,1,0,36.14,1011.18,18.47324238518855,-3.361334089324036,5.720564812845945
2021-10-30 23:32:57.743856,-137.0,61.625,132.125,995,1694,16433,-1,0,0,36.15,1011.19,18.461192977448267,-3.377143847635226,5.746616125933727
2021-10-30 23:32:58.031320,-134.5,60.375,134.375,1002,1707,16450,-2,0,2,36.16,1011.17,18.421657493662746,-3.385395239025023,5.746914156238558
2021-10-30 23:32:58.317845,-135.25,59.875,134.125,984,1717,16449,0,2,-1,36.15,1011.19,18.351483042937254,-3.3677186531434624,5.735299794494899
2021-10-30 23:32:58.605014,-134.5,66.0,132.875,991,1738,16457,1,1,-1,36.13,1011.17,18.565705189281005,-3.4445309316799304,5.988187777284855
2021-10-30 23:32:58.892414,-133.875,61.0,133.125,989,1702,16437,0,0,-3,36.12,1011.18,18.524029244716125,-3.428789564205845,5.938515491634159
2021-10-30 23:32:59.179107,-137.875,64.75,135.125,996,1722,16439,-1,-1,0,36.11,1011.17,18.585496708552554,-3.452609644964668,5.9993379014200015
2021-10-30 23:32:59.465982,-135.625,57.125,136.25,981,1710,16461,1,-1,-1,36.09,1011.17,18.34220334284929,-3.372597908745874,5.769556634864096
2021-10-30 23:32:59.752515,-135.5,59.75,133.0,997,1720,16444,-1,2,1,36.09,1011.21,18.278949754212327,-3.369282158673919,5.757905817061948
2021-10-30 23:33:00.038837,-138.125,60.875,134.25,978,1729,16431,-1,0,0,36.08,1011.16,18.226994572059613,-3.3597365240365304,5.768884253126958
2021-10-30 23:33:00.325530,-134.25,58.125,134.625,990,1713,16439,-2,0,0,36.08,1011.17,18.117713141455404,-3.344219261519418,5.710214792846134
2021-10-30 23:33:00.612090,-133.5,61.125,131.25,985,1716,16445,-3,1,1,36.08,1011.16,18.183409430647227,-3.3763233351307878,5.817343355618348
2021-10-30 23:33:00.899447,-133.375,60.75,133.25,974,1697,16449,-2,0,-2,36.08,1011.18,18.20173251634207,-3.381314670569579,5.849969495737291
2021-10-30 23:33:01.185763,-136.5,57.25,135.25,952,1707,16427,-1,-1,2,36.09,1011.19,18.019784714493827,-3.314631032257119,5.704633851773092
2021-10-30 23:33:01.472825,-138.875,61.875,134.25,987,1712,16427,3,-1,-1,36.09,1011.2,18.036260464152534,-3.344755350088099,5.780469780127936
2021-10-30 23:33:01.759426,-136.25,60.625,135.75,988,1704,16429,0,-2,1,36.09,1011.18,18.022096882791107,-3.361054419418836,5.79922616858744
2021-10-30 23:33:02.045429,-135.5,63.0,134.0,1001,1726,16405,1,1,0,36.09,1011.19,18.124286798154415,-3.414100271207488,5.9363440988968135
2021-10-30 23:33:02.331285,-133.75,60.75,132.875,984,1734,16429,-3,-1,0,36.1,1011.17,18.135245405226513,-3.417953082621484,5.962010097234749
2021-10-30 23:33:02.617214,-136.25,60.75,131.25,982,1727,16430,-1,-4,2,36.11,1011.18,18.11866923485658,-3.415552079152572,5.953258095823166
2021-10-30 23:33:02.903066,-136.25,60.625,130.875,980,1741,16417,-4,-4,3,36.12,1011.21,18.102317818989405,-3.412733305050745,5.953106698593821
2021-10-30 23:33:03.189035,-134.875,59.625,134.875,1000,1721,16438,1,0,-1,36.12,1011.18,18.04051322573972,-3.406375470370042,5.906873211576375
2021-10-30 23:33:03.474741,-137.875,60.875,134.125,964,1709,16417,1,-2,0,36.12,1011.19,18.006846608197733,-3.3863789178543198,5.888083815060597
2021-10-30 23:33:03.760566,-133.75,60.25,135.75,1005,1706,16428,0,0,2,36.12,1011.2,18.00504214275344,-3.4063002249493715,5.893074995740685
2021-10-30 23:33:04.046864,-138.625,60.75,136.375,975,1697,16424,-4,-3,-1,36.12,1011.21,17.949448874958,-3.3898302420461106,5.842142126872858
2021-10-30 23:33:04.332740,-137.375,62.875,130.25,997,1742,16459,1,4,-1,36.13,1011.18,18.04457984443207,-3.423467367772078,5.968917886177167
2021-10-30 23:33:04.618672,-134.5,62.5,133.375,981,1714,16411,1,4,0,36.13,1011.2,18.124013479429205,-3.4358211286635063,6.037512613891278
2021-10-30 23:33:04.905085,-138.125,62.0,131.75,997,1730,16417,1,1,-1,36.14,1011.2,18.121984600939967,-3.4384133360403695,6.033544033183199
2021-10-30 23:33:05.191050,-133.125,61.5,135.625,988,1721,16407,1,0,-2,36.15,1011.21,18.14663962659384,-3.44370793456376,6.049598534481481
2021-10-30 23:33:05.476854,-137.125,60.125,131.625,995,1725,16408,1,1,-1,36.16,1011.21,18.075284515185903,-3.424531591628218,5.980906560227889
2021-10-30 23:33:05.762917,-134.0,58.875,131.75,998,1711,16427,1,-2,2,36.17,1011.19,18.01366546594075,-3.41706495388895,5.91861148155579
2021-10-30 23:33:06.049447,-136.0,61.375,132.625,982,1674,16420,-2,2,0,36.18,1011.2,18.03882975518624,-3.418167764228511,5.914824367174799
2021-10-30 23:33:06.335114,-138.0,55.75,135.375,978,1700,16416,-2,1,-2,36.19,1011.17,17.779555666303686,-3.3422888182391013,5.686911455410696
2021-10-30 23:33:06.621160,-138.25,62.0,135.5,968,1707,16404,-2,4,1,36.19,1011.18,17.83640444584227,-3.356530238295194,5.789106492796176
2021-10-30 23:33:06.907082,-136.5,60.5,137.0,992,1717,16424,-1,-1,-2,36.19,1011.18,17.82476260527438,-3.373602054176666,5.821221219444186
2021-10-30 23:33:07.192855,-137.25,60.625,133.75,1020,1733,16431,1,-2,1,36.2,1011.19,17.826022664086878,-3.4120132090454307,5.868339568905954
2021-10-30 23:33:07.478889,-136.25,60.25,133.0,998,1716,16427,-4,-1,2,36.19,1011.22,17.825641893088584,-3.4232606843259563,5.881436923690415
2021-10-30 23:33:07.764526,-139.375,56.375,136.0,984,1720,16424,0,1,-1,36.19,1011.16,17.600359562325337,-3.3600728553750057,5.708718640192651
2021-10-30 23:33:08.051197,-141.75,59.875,130.625,980,1711,16412,1,1,-1,36.2,1011.17,17.559959732594077,-3.3577413458223244,5.733810771519275
2021-10-30 23:33:08.337580,-139.625,60.375,134.125,978,1722,16422,2,3,-1,36.19,1011.19,17.555048440945495,-3.360021348646027,5.791114161714157
2021-10-30 23:33:08.624570,-138.5,58.25,137.25,974,1695,16396,-1,1,0,36.19,1011.2,17.459040647984942,-3.3375901706447917,5.730335805807373
2021-10-30 23:33:08.911075,-134.625,61.375,133.5,978,1690,16412,-1,0,0,36.2,1011.23,17.582376446960357,-3.384943147471964,5.870493256748585
2021-10-30 23:33:09.198064,-134.0,60.375,130.125,992,1701,16436,1,-1,1,36.2,1011.2,17.663185672428668,-3.419684264408084,5.948651904394588
2021-10-30 23:33:09.485304,-135.625,59.375,134.75,997,1708,16402,-1,9,0,36.2,1011.18,17.635882990299688,-3.4073442152328437,5.921138906014149
2021-10-30 23:33:09.771861,-137.375,59.125,132.0,974,1707,16418,1,2,1,36.21,1011.19,17.594545680538555,-3.386565347288077,5.889257452074203
2021-10-30 23:33:10.059162,-139.125,61.5,134.125,979,1721,16418,2,-3,2,36.21,1011.19,17.628029265949856,-3.401655296018574,5.940172955533616
