Time, MagX, MagY, MagZ, AccX, AccY, AccZ, GyroX, GyroY, GyroZ, Temp, Pres, Yaw, Pitch, Roll
2021-10-30 23:33:10.346456,-137.875,62.375,136.5,998,1702,16443,1,3,0,36.21,1011.17,17.69162270384378,-3.4265350689841423,5.98981969281728
2021-10-30 23:33:10.633161,-133.75,63.75,133.375,982,1686,16398,1,3,-1,36.21,1011.21,17.873025274767993,-3.470855546513977,6.123247651297992
2021-10-30 23:33:10.919514,-135.25,58.625,132.75,966,1730,16418,1,-1,0,36.22,1011.19,17.784311264340083,-3.4212335439761605,6.0230417406941426
2021-10-30 23:33:11.206430,-136.625,60.75,136.875,962,1702,16425,-1,0,0,36.23,1011.2,17.76835978588575,-3.397479092364897,5.9830702118476955
2021-10-30 23:33:11.492950,-136.25,63.625,132.125,994,1686,16416,3,0,-1,36.24,1011.2,17.91027086700257,-3.448061296679274,6.082310152218331
2021-10-30 23:33:11.779503,-135.375,61.25,132.375,985,1712,16439,0,0,-1,36.24,1011.2,17.93318682966848,-3.4461373514449343,6.072249618795673
2021-10-30 23:33:12.065999,-138.0,57.875,133.5,984,1703,16417,0,1,-1,36.25,1011.17,17.769669139864465,-3.393364128466638,5.89861343106406
2021-10-30 23:33:12.352424,-136.625,61.375,135.375,979,1719,16414,1,0,0,36.25,1011.2,17.800598295813447,-3.4027354216623737,5.945482530813769
2021-10-30 23:33:12.639167,-134.625,61.0,129.25,990,1707,16422,-1,1,-1,36.26,1011.21,17.868353033627802,-3.4263809205176776,5.999947212204123
2021-10-30 23:33:12.925687,-136.125,62.75,132.25,980,1709,16451,1,0,-2,36.26,1011.2,17.957315927309438,-3.443962556588032,6.0642655707346504
2021-10-30 23:33:13.212577,-135.875,59.625,131.0,971,1708,16451,-1,-3,1,36.26,1011.18,17.909840873619846,-3.4166143716805304,5.9902975055846115
2021-10-30 23:33:13.499863,-138.0,59.0,133.25,993,1721,16439,-1,0,2,36.26,1011.17,17.8098467458458,-3.39387764787931,5.897492167942082
2021-10-30 23:33:13.786320,-136.25,59.5,134.25,981,1727,16385,1,-2,0,36.25,1011.19,17.767491909100784,-3.3885974628622484,5.889665949971524
2021-10-30 23:33:14.072900,-138.375,61.25,131.75,989,1708,16423,-1,-1,0,36.25,1011.15,17.790339078660313,-3.4049955219529133,5.918496202139255
2021-10-30 23:33:14.359991,-133.75,61.625,133.625,960,1695,16387,0,3,-1,36.25,1011.23,17.875823241178807,-3.41012403478533,5.991601073475713
2021-10-30 23:33:14.646501,-139.625,62.5,133.5,959,1689,16407,0,-3,2,36.25,1011.18,17.905393645173984,-3.4039429250527533,5.988371651025129
2021-10-30 23:33:14.932990,-136.625,61.375,132.875,986,1714,16386,-1,-5,1,36.25,1011.18,17.925950514515584,-3.421453359873632,6.000135264634064
2021-10-30 23:33:15.219950,-135.375,64.375,133.875,984,1723,16423,3,0,0,36.24,1011.19,18.079347028519116,-3.4634970673296768,6.134752714736896
2021-10-30 23:33:15.506347,-136.5,56.0,134.875,962,1710,16425,0,0,1,36.22,1011.22,17.83079558597916,-3.3675958128580126,5.870398322405942
2021-10-30 23:33:15.792624,-135.625,61.5,133.25,970,1708,16423,1,2,0,36.23,1011.15,17.8891870912008,-3.380137198650976,5.937464606798174
2021-10-30 23:33:16.079384,-133.625,59.5,132.375,966,1726,16394,1,2,1,36.22,1011.2,17.88196204895484,-3.3694176602641503,5.947647033801389
2021-10-30 23:33:16.365310,-135.875,62.875,134.75,971,1708,16419,-1,1,1,36.2,1011.17,17.974364997400205,-3.393524384700139,6.0232705378645575
2021-10-30 23:33:16.651910,-136.375,63.875,130.5,969,1697,16409,0,-2,-1,36.2,1011.18,18.106151776648947,-3.426396287699087,6.108239060469513
2021-10-30 23:33:16.937691,-138.375,59.625,133.25,973,1735,16412,-2,1,0,36.21,1011.21,17.989484234011233,-3.381778678379458,5.988875009533543
2021-10-30 23:33:17.223430,-136.0,60.875,134.0,976,1715,16418,1,-1,0,36.22,1011.21,17.98149791881667,-3.3814135853694776,5.977826199609728
2021-10-30 23:33:17.509662,-136.75,62.0,132.25,981,1716,16458,-3,-6,-1,36.22,1011.2,18.020036735279,-3.4038489354330066,6.002690305794182
2021-10-30 23:33:17.796322,-134.125,61.375,133.625,958,1749,16380,1,1,0,36.23,1011.21,18.054045370633546,-3.396104011855111,6.054964486162083
2021-10-30 23:33:18.082066,-135.25,58.5,130.5,974,1682,16414,2,-1,-1,36.23,1011.15,17.958370981444993,-3.367345945091526,5.931124073482733
2021-10-30 23:33:18.368397,-136.625,59.25,134.75,959,1699,16409,0,3,-1,36.24,1011.2,17.87895212858512,-3.3323129378548986,5.858239861621144
2021-10-30 23:33:18.654169,-134.75,58.625,133.75,975,1712,16416,1,0,-1,36.25,1011.2,17.819582136271418,-3.326900603385865,5.83076825103541
2021-10-30 23:33:18.939883,-137.625,63.25,132.375,974,1744,16421,5,0,0,36.26,1011.2,17.93408624965942,-3.370246739565361,5.9875888916442355
2021-10-30 23:33:19.225797,-139.125,59.875,132.5,963,1689,16446,-1,2,2,36.29,1011.2,17.85983185210033,-3.3386124227043146,5.892422857699476
2021-10-30 23:33:19.512060,-139.25,60.625,130.0,968,1709,16437,2,0,0,36.31,1011.17,17.8430438949549,-3.3373539345773775,5.891504811863863
2021-10-30 23:33:19.798557,-139.875,61.75,131.25,977,1712,16448,0,2,-1,36.32,1011.21,17.860361890431108,-3.348948719208931,5.918513114205281
2021-10-30 23:33:20.084307,-136.25,62.125,132.25,969,1691,16450,-2,-1,0,36.33,1011.19,17.935399087614872,-3.37230869814642,5.968606174672306
2021-10-30 23:33:20.370500,-134.875,61.0,133.375,966,1705,16437,-2,-3,-1,36.34,1011.19,17.958754072847547,-3.3777590898211844,5.977291034545984
2021-10-30 23:33:20.656855,-138.375,61.5,132.75,971,1731,16447,-1,1,0,36.35,1011.18,17.955532515536373,-3.3717260166996836,5.980083286135222
2021-10-30 23:33:20.942739,-135.25,62.125,133.875,979,1691,16449,2,-2,0,36.35,1011.17,18.017303691083292,-3.395637548129285,6.01193467383307
2021-10-30 23:33:21.228474,-133.875,62.0,132.125,980,1705,16447,0,-1,2,36.35,1011.19,18.09437837604592,-3.4175778028184,6.054924594220174
2021-10-30 23:33:21.514609,-137.125,61.125,133.375,976,1695,16451,-2,0,0,36.36,1011.16,18.06624847462798,-3.4004817573985266,5.9886190546083435
2021-10-30 23:33:21.800553,-135.25,64.25,133.125,968,1679,16471,1,0,1,36.37,1011.18,18.209580570578773,-3.429374432376396,6.073725856747228
2021-10-30 23:33:22.086325,-135.875,61.0,133.625,965,1710,16440,3,5,-2,36.38,1011.15,18.17366899971277,-3.392682070552466,6.018132117392208
2021-10-30 23:33:22.372488,-136.0,61.5,133.875,972,1679,16444,1,1,0,36.38,1011.2,18.16993826953749,-3.3835579402733607,5.973355647267027
2021-10-30 23:33:22.657915,-141.125,61.375,131.625,966,1706,16447,1,-1,1,36.38,1011.13,18.105408367414928,-3.358870562726578,5.908945053240827
2021-10-30 23:33:22.943874,-134.75,63.0,133.125,976,1734,16427,-1,1,1,36.39,1011.2,18.204502955842987,-3.391167473358632,6.018479733917176
2021-10-30 23:33:23.229752,-133.25,62.5,135.25,977,1702,16428,-2,-1,1,36.38,1011.18,18.269661440680604,-3.4101527698687244,6.048760130018624
2021-10-30 23:33:23.515636,-135.75,61.625,131.875,963,1724,16454,0,2,0,36.4,1011.18,18.268767802392865,-3.389588907393414,6.032456027572472
2021-10-30 23:33:23.802006,-134.375,63.75,131.625,962,1706,16404,-1,-1,2,36.4,1011.2,18.384549509892054,-3.4126702176217965,6.105970777036092
2021-10-30 23:33:24.087840,-131.625,61.5,135.0,943,1728,16393,0,-1,0,36.41,1011.17,18.399915363630026,-3.388427181103692,6.099802862809844
2021-10-30 23:33:24.373664,-136.625,60.5,133.625,979,1701,16447,-1,2,0,36.41,1011.23,18.311754355674235,-3.3600507644168616,5.977432255532721
2021-10-30 23:33:24.659941,-140.125,60.25,134.75,967,1722,16499,0,10,-1,36.4,1011.16,18.180653834709467,-3.304382761393063,5.861463560076267
2021-10-30 23:33:24.945792,-137.75,61.25,132.625,938,1716,16385,4,19,-1,36.4,1011.15,18.163968689170872,-3.2620247533952145,5.8787245357128315
2021-10-30 23:33:25.231503,-136.375,61.25,131.75,1007,1727,16484,-11,-13,-3,36.41,1011.19,18.165156740777608,-3.3297158829692615,5.8927272374377395
2021-10-30 23:33:25.517543,-132.375,64.0,132.25,1017,1765,16475,-29,2,4,36.42,1011.18,18.34395714217707,-3.4193914045220675,6.050919218502283
2021-10-30 23:33:25.803826,-135.625,63.25,134.625,992,1709,16431,0,19,3,36.42,1011.18,18.396622550399155,-3.408667925380746,6.064248270626823
2021-10-30 23:33:26.089623,-137.875,60.75,132.375,971,1724,16442,1,6,0,36.42,1011.16,18.309843767988973,-3.36527390493427,5.9735406181515565
2021-10-30 23:33:26.375481,-135.5,61.25,134.375,978,1739,16424,-5,4,0,36.42,1011.18,18.286638433344365,-3.3580412132787116,5.961560007693322
2021-10-30 23:33:26.661164,-134.5,61.5,131.5,972,1702,16416,-2,1,3,36.43,1011.19,18.312772464515565,-3.3658039919150835,5.967354167815789
2021-10-30 23:33:26.948505,-136.0,61.875,134.875,995,1712,16405,1,0,-1,36.43,1011.18,18.30544094198212,-3.3827364236748725,5.961689595006301
2021-10-30 23:33:27.234546,-137.125,60.625,134.75,1003,1738,16414,22,-32,-4,36.43,1011.18,18.221280684462883,-3.4290799504866434,5.949878032738152
2021-10-30 23:33:27.520381,-136.5,60.875,134.875,971,1637,16436,30,-20,-2,36.41,1011.16,18.17452413757881,-3.431470197627572,5.89896360241343
2021-10-30 23:33:27.806530,-137.875,62.125,137.125,773,1791,16203,28,83,33,36.4,1011.17,18.218815599956624,-3.156464904340026,6.01526336828202
2021-10-30 23:33:28.092455,-134.875,59.375,133.375,1095,1740,16571,-7,-2,-6,36.41,1011.22,18.134824310048383,-3.2682616582316,5.9350084388107485
2021-10-30 23:33:28.378268,-136.625,57.75,132.375,1198,1978,16566,-23,-59,-16,36.43,1011.23,17.941788143300922,-3.4935842263767185,5.963976192765992
2021-10-30 23:33:28.664318,-138.125,59.25,131.0,1185,1833,16313,-23,-2,1,36.44,1011.17,17.849873967484662,-3.6115832786922724,5.954303803674438
2021-10-30 23:33:28.950168,-133.5,58.625,134.25,1267,1693,16462,41,-22,6,36.42,1011.22,17.799117547103574,-3.795019528965011,5.945515230081938
2021-10-30 23:33:29.236766,-136.375,58.0,130.875,1144,1912,16253,53,28,20,36.4,1011.19,17.71533328498803,-3.7735321986384798,6.097090453504352
2021-10-30 23:33:29.522740,-135.375,54.625,135.75,1077,1797,16440,-49,40,12,36.38,1011.12,17.475168537473692,-3.6372618677291886,5.8202808413427265
2021-10-30 23:33:29.808615,-137.25,57.375,132.125,1085,1866,16469,-2,-12,3,36.38,1011.19,17.374660223090363,-3.654199697952297,5.876863786961448
2021-10-30 23:33:30.095144,-135.375,59.875,132.125,982,1884,16402,15,13,10,36.38,1011.19,17.426180555731822,-3.594458885975467,6.082603122615124
2021-10-30 23:33:30.381097,-137.125,62.75,131.875,971,1754,16425,-1,7,3,36.39,1011.2,17.55044387182268,-3.5671368659044034,6.184089910094617
2021-10-30 23:33:30.666962,-138.5,58.5,135.25,976,1752,16423,-6,24,2,36.42,1011.2,17.436315432600253,-3.459846944613887,6.048295726182265
2021-10-30 23:33:30.953261,-134.875,57.625,132.75,925,1768,16421,2,-4,-3,36.43,1011.17,17.362043458949472,-3.391740462024077,6.013151532934327
2021-10-30 23:33:31.239147,-138.125,61.125,134.125,914,1794,16416,6,-14,1,36.43,1011.19,17.403024059249102,-3.37586923941221,6.10894026029497
2021-10-30 23:33:31.524759,-136.375,60.125,134.25,931,1767,16428,-4,-5,-1,36.44,1011.2,17.410955032526314,-3.3531962801358453,6.119091893539748
2021-10-30 23:33:31.811000,-138.625,61.25,133.0,890,1768,16401,-14,11,-2,36.45,1011.2,17.44297131020842,-3.288380607684666,6.13461923259738
2021-10-30 23:33:32.096667,-138.375,61.5,132.375,913,1740,16441,-2,-2,0,36.46,1011.18,17.491454159578268,-3.2764853358431045,6.15194128731519
2021-10-30 23:33:32.382817,-137.25,61.375,132.125,924,1776,16419,3,-2,0,36.46,1011.19,17.54254327052389,-3.2774116968015408,6.205250560333862
2021-10-30 23:33:32.668875,-137.875,59.625,133.125,930,1782,16438,1,0,2,36.46,1011.19,17.497346811680618,-3.2521985097475428,6.161116811879739
2021-10-30 23:33:32.955073,-137.125,60.125,134.25,941,1768,16398,-1,-1,1,36.47,1011.22,17.486555557769815,-3.2534109624760776,6.147457344365145
2021-10-30 23:33:33.241720,-135.375,62.25,135.375,928,1733,16436,-1,-1,-1,36.46,1011.19,17.583003368931067,-3.2737020524923643,6.2036744132693595
2021-10-30 23:33:33.527453,-137.375,59.25,132.75,948,1789,16427,-2,-3,1,36.45,1011.17,17.52365496672108,-3.2642648762051545,6.151474379603861
2021-10-30 23:33:33.813347,-138.25,60.125,134.75,929,1777,16394,-1,-4,1,36.43,1011.19,17.491816477001436,-3.2529207062799195,6.129644532198875
2021-10-30 23:33:34.099806,-136.125,60.875,131.5,946,1782,16424,2,-1,1,36.44,1011.2,17.54451422605228,-3.2741369798550526,6.19091494742491
2021-10-30 23:33:34.385686,-139.0,60.125,135.125,946,1774,16415,1,2,-2,36.45,1011.18,17.491217411691192,-3.258311447993519,6.1435131827306675
2021-10-30 23:33:34.671452,-139.875,58.375,130.625,935,1783,16427,0,0,1,36.47,1011.16,17.388416418380437,-3.227762423723938,6.068186166638899
2021-10-30 23:33:34.957670,-141.0,60.625,133.875,947,1780,16420,0,-2,1,36.46,1011.21,17.37077238478833,-3.2380202055973113,6.079350665908966
2021-10-30 23:33:35.243569,-138.375,62.5,134.375,946,1770,16421,0,0,0,36.43,1011.19,17.464187574343384,-3.2727422372228667,6.176362894402727
2021-10-30 23:33:35.529088,-138.125,61.375,133.0,934,1758,16431,-2,0,-1,36.42,1011.23,17.49931651244183,-3.2741176438511967,6.1890934621335125
2021-10-30 23:33:35.815080,-137.375,60.5,135.375,939,1792,16429,3,5,-1,36.44,1011.2,17.48872206228176,-3.25929118551422,6.19310767130363
2021-10-30 23:33:36.100947,-137.625,59.25,132.75,933,1747,16398,3,5,2,36.45,1011.16,17.443025003829575,-3.2342151794040372,6.129401944145177
2021-10-30 23:33:36.387558,-140.875,58.125,136.75,969,1742,16443,2,-7,1,36.46,1011.16,17.29748553893128,-3.2320083740024335,5.98673212374052
2021-10-30 23:33:36.673395,-139.5,60.125,136.625,902,1779,16421,5,-2,3,36.47,1011.17,17.285898926094312,-3.208796055043358,6.025010248432783
2021-10-30 23:33:36.959227,-139.5,60.125,131.875,920,1775,16443,1,-2,1,36.48,1011.21,17.294793329195027,-3.208989888403503,6.063985595988154
2021-10-30 23:33:37.245599,-136.125,58.5,135.5,936,1809,16428,3,3,1,36.48,1011.17,17.25559486762063,-3.2013390260310843,6.081932483995156
2021-10-30 23:33:37.530907,-134.125,57.875,137.75,908,1702,16442,-10,-2,2,36.48,1011.18,17.213756967607242,-3.1791087509427762,5.987091409165255
2021-10-30 23:33:37.817599,-136.625,59.0,136.25,887,1727,16446,0,-2,5,36.49,1011.18,17.21117811424363,-3.156620693041724,5.98000251428174
2021-10-30 23:33:38.103572,-136.0,55.25,136.75,899,1792,16983,10,-1,2,36.49,1011.13,17.054935772231428,-3.084853081679688,5.860507591126457
2021-10-30 23:33:38.389385,-131.25,55.375,138.0,930,1739,16485,6,-6,-1,36.48,1011.17,16.98546020649819,-3.1024055822624166,5.84294377054537
2021-10-30 23:33:38.675772,-128.875,57.25,136.5,920,1724,16443,5,5,-1,36.48,1011.22,17.042418316005666,-3.130344835790286,5.937461791799648
2021-10-30 23:33:38.961728,-133.125,56.125,129.375,885,1695,16395,31,23,-13,36.5,1011.17,17.002863665371894,-3.0760280212239595,5.955008199481202
2021-10-30 23:33:39.247595,-135.75,63.625,130.875,891,1727,16382,6,2,-1,36.49,1011.19,17.26243598044917,-3.1499221932511703,6.200083294056455
2021-10-30 23:33:39.533736,-138.625,58.375,131.375,880,1713,16390,1,-7,0,36.49,1011.18,17.19903803259432,-3.123091064381627,6.095753842512057
2021-10-30 23:33:39.819444,-139.5,59.25,130.25,910,1743,16392,6,3,-1,36.48,1011.18,17.18447878295315,-3.122999939369858,6.087452838126246
2021-10-30 23:33:40.105316,-143.25,60.0,131.625,882,1669,16393,-5,1,5,36.47,1011.18,17.158940420091533,-3.1004374094898477,5.990502346521038
2021-10-30 23:33:40.391432,-140.5,61.625,128.75,881,1704,16435,-1,-4,-3,36.48,1011.18,17.255739499964374,-3.1213368092970555,6.0561312198347625
2021-10-30 23:33:40.678108,-142.75,63.75,132.75,905,1708,16411,12,11,-13,36.49,1011.18,17.358233647612312,-3.138465058761147,6.147636525292408
2021-10-30 23:33:40.964001,-140.625,63.25,130.625,907,1684,16425,5,4,-7,36.49,1011.19,17.468002587955144,-3.1634837054109064,6.187218925963307
2021-10-30 23:33:41.250302,-140.75,60.0,128.5,901,1762,16473,-5,-1,-1,36.51,1011.21,17.434343072785964,-3.1454902465304544,6.135396594269621
2021-10-30 23:33:41.535965,-138.75,58.375,131.5,877,1813,16426,-4,-7,-2,36.52,1011.17,17.347092088877833,-3.1108698498878686,6.096288801084538
2021-10-30 23:33:41.821826,-143.125,62.875,129.375,912,1766,16461,-2,-5,-3,36.52,1011.2,17.4223443830493,-3.147533823169109,6.164454810817501
2021-10-30 23:33:42.107879,-139.875,60.5,130.875,913,1771,16450,-2,1,-2,36.52,1011.22,17.4163195282107,-3.147286592202364,6.1545846537876665
2021-10-30 23:33:42.393734,-135.75,65.5,132.5,892,1778,16436,0,-2,-2,36.52,1011.22,17.670102030418686,-3.210908082867115,6.379864632872568
2021-10-30 23:33:42.679750,-137.125,60.75,132.125,896,1765,16474,-1,-2,-1,36.53,1011.21,17.655149438066196,-3.184205789203822,6.307077076279412
2021-10-30 23:33:42.965615,-143.5,59.625,130.375,888,1769,16426,-3,5,2,36.52,1011.2,17.527886996758905,-3.120692238255198,6.15965627895814
2021-10-30 23:33:43.251306,-141.5,59.375,132.5,861,1770,16418,1,-1,0,36.51,1011.18,17.434316336733666,-3.068534674848624,6.0814469449201
2021-10-30 23:33:43.538165,-139.125,58.375,129.875,896,1755,16438,-3,-1,-1,36.5,1011.2,17.362013811436984,-3.0590766061710766,6.021020231727709
2021-10-30 23:33:43.824194,-141.5,60.0,132.625,885,1783,16395,-1,-2,-1,36.51,1011.18,17.327170323542827,-3.056619215495655,6.034152704261035
2021-10-30 23:33:44.110054,-140.0,62.875,128.375,867,1771,16434,5,4,-2,36.52,1011.19,17.463959313879243,-3.075570518282964,6.181171941363898
2021-10-30 23:33:44.396501,-141.625,54.25,135.125,865,1785,16428,7,6,-1,36.53,1011.21,17.146964305946405,-2.97047348033781,5.922237544631165
2021-10-30 23:33:44.682379,-137.75,61.125,133.875,869,1787,16418,-1,-2,1,36.5,1011.21,17.243614095109113,-3.0096659669366415,6.069228754290358
2021-10-30 23:33:44.968284,-140.625,59.375,132.375,877,1819,16432,2,0,-1,36.48,1011.15,17.20557475250165,-3.006650878521689,6.0976265864474835
2021-10-30 23:33:45.254133,-140.25,58.75,131.125,878,1785,16450,-2,-3,2,36.5,1011.19,17.15938612144182,-3.005877797356953,6.075467321610919
